-1,0.85746,0.918288,371,
0,0.85746,0.918288,371,
1,0.858678,0.921413,372,
2,0.859892,0.924538,373,
3,0.861102,0.927663,374,
4,0.873709,0.931797,374,
5,0.878773,0.93593,374,
6,0.880552,0.941924,374,
7,0.877075,0.948537,374,
8,0.867969,0.956391,373.3,
9,0.86595,0.956598,371.8,
10,0.864116,0.956598,371.3,
11,0.86375,0.956598,371.2,
12,0.86485,0.956598,371.5,
13,0.864116,0.956598,371.3,
14,0.865216,0.956598,371.6,
15,0.864116,0.956598,371.3,
16,0.86485,0.956598,371.5,
17,0.864483,0.956598,371.4,
18,0.86375,0.956598,371.2,
19,0.864116,0.956598,371.3,
20,0.864483,0.956598,371.4,
21,0.864483,0.956598,371.4,
22,0.86595,0.956598,371.8,
23,0.86485,0.956598,371.5,
24,0.86595,0.956598,371.8,
25,0.864116,0.956598,371.3,
26,0.865216,0.956598,371.6,
27,0.86485,0.956598,371.5,
28,0.864483,0.956598,371.4,
29,0.86375,0.956598,371.2,
30,0.865583,0.956598,371.7,
31,0.86485,0.956598,371.5,
32,0.865216,0.956598,371.6,
33,0.865583,0.956598,371.7,
34,0.864483,0.956598,371.4,
35,0.865583,0.956598,371.7,
36,0.865216,0.956598,371.6,
37,0.865216,0.956598,371.6,
38,0.864483,0.956598,371.4,
39,0.864116,0.956598,371.3,
40,0.865583,0.956598,371.7,
41,0.865216,0.956598,371.6,
42,0.864116,0.956598,371.3,
43,0.865583,0.956598,371.7,
44,0.863383,0.956598,371.1,
45,0.865216,0.956598,371.6,
46,0.864483,0.956598,371.4,
47,0.864116,0.956598,371.3,
48,0.864483,0.956598,371.4,
49,0.86485,0.956598,371.5,
50,0.864483,0.956598,371.4,
51,0.86595,0.956598,371.8,
52,0.864116,0.956598,371.3,
53,0.86485,0.956598,371.5,
54,0.86485,0.956598,371.5,
55,0.86485,0.956598,371.5,
56,0.864116,0.956598,371.3,
57,0.864116,0.956598,371.3,
58,0.86485,0.956598,371.5,
59,0.864483,0.956598,371.4,
60,0.865216,0.956598,371.6,
