-1,0.854545,0.916172,369,
0,0.855755,0.919297,370,
1,0.856962,0.922422,371,
2,0.858164,0.925547,372,
3,0.860556,0.931797,374,
4,0.874271,0.93717,374,
5,0.878022,0.942544,374,
6,0.875353,0.950398,374,
7,0.869704,0.956598,372.8,
8,0.862774,0.956598,370.6,
9,0.861798,0.956598,370.4,
10,0.864238,0.956598,370.9,
11,0.863262,0.956598,370.7,
12,0.861798,0.956598,370.4,
13,0.861798,0.956598,370.4,
14,0.863262,0.956598,370.7,
15,0.861798,0.956598,370.4,
16,0.862774,0.956598,370.6,
17,0.861798,0.956598,370.4,
18,0.86375,0.956598,370.8,
19,0.861798,0.956598,370.4,
20,0.86375,0.956598,370.8,
21,0.863262,0.956598,370.7,
22,0.862286,0.956598,370.5,
23,0.86375,0.956598,370.8,
24,0.862774,0.956598,370.6,
25,0.862774,0.956598,370.6,
26,0.86375,0.956598,370.8,
27,0.862286,0.956598,370.5,
28,0.862286,0.956598,370.5,
29,0.862774,0.956598,370.6,
30,0.862774,0.956598,370.6,
31,0.862286,0.956598,370.5,
32,0.862774,0.956598,370.6,
33,0.862774,0.956598,370.6,
34,0.861798,0.956598,370.4,
35,0.861798,0.956598,370.4,
36,0.862774,0.956598,370.6,
37,0.862774,0.956598,370.6,
38,0.862774,0.956598,370.6,
39,0.862774,0.956598,370.6,
40,0.863262,0.956598,370.7,
41,0.862774,0.956598,370.6,
42,0.862774,0.956598,370.6,
43,0.862286,0.956598,370.5,
44,0.861798,0.956598,370.4,
45,0.862286,0.956598,370.5,
46,0.863262,0.956598,370.7,
47,0.862286,0.956598,370.5,
48,0.862286,0.956598,370.5,
49,0.863262,0.956598,370.7,
50,0.862286,0.956598,370.5,
51,0.863262,0.956598,370.7,
52,0.862286,0.956598,370.5,
53,0.862774,0.956598,370.6,
54,0.862286,0.956598,370.5,
55,0.862286,0.956598,370.5,
56,0.86375,0.956598,370.8,
57,0.861798,0.956598,370.4,
58,0.863262,0.956598,370.7,
59,0.863262,0.956598,370.7,
