-1,0.852635,0.956598,391,
0,0.852635,0.956598,391,
1,0.852635,0.956598,391,
2,0.852635,0.956598,391,
3,0.852635,0.956598,391,
4,0.852635,0.956598,391,
5,0.852635,0.956598,391,
6,0.852635,0.956598,391,
7,0.852635,0.956598,391,
8,0.852635,0.956598,391,
9,0.852635,0.956598,391,
10,0.852635,0.956598,391,
11,0.852635,0.956598,391,
12,0.852635,0.956598,391,
13,0.854271,0.956598,389,
14,0.858522,0.956598,382.3,
15,0.861025,0.956598,374.6,
16,0.860802,0.956598,366.6,
17,0.857382,0.956598,358.5,
18,0.850024,0.956598,350,
19,0.843071,0.956598,344.6,
20,0.835724,0.956598,340.1,
21,0.826778,0.956598,335.6,
22,0.820249,0.956598,332.8,
23,0.811738,0.956598,329.6,
24,0.805108,0.956598,327.4,
25,0.800437,0.956598,326,
26,0.795073,0.956598,324.5,
27,0.794697,0.956598,324.4,
28,0.795073,0.956598,324.5,
29,0.79432,0.956598,324.3,
30,0.794697,0.956598,324.4,
31,0.795073,0.956598,324.5,
32,0.795073,0.956598,324.5,
33,0.79545,0.956598,324.6,
34,0.795073,0.956598,324.5,
35,0.796203,0.956598,324.8,
36,0.79545,0.956598,324.6,
37,0.79545,0.956598,324.6,
38,0.79432,0.956598,324.3,
39,0.795073,0.956598,324.5,
40,0.795073,0.956598,324.5,
41,0.795826,0.956598,324.7,
42,0.793943,0.956598,324.2,
43,0.795073,0.956598,324.5,
44,0.796203,0.956598,324.8,
45,0.796203,0.956598,324.8,
46,0.796203,0.956598,324.8,
47,0.79432,0.956598,324.3,
48,0.794697,0.956598,324.4,
49,0.79432,0.956598,324.3,
50,0.795073,0.956598,324.5,
51,0.79545,0.956598,324.6,
52,0.795073,0.956598,324.5,
53,0.795826,0.956598,324.7,
54,0.795073,0.956598,324.5,
55,0.795826,0.956598,324.7,
56,0.794697,0.956598,324.4,
57,0.795826,0.956598,324.7,
58,0.794697,0.956598,324.4,
59,0.794697,0.956598,324.4,
60,0.795826,0.956598,324.7,
